name,price,description,categories,url,image_urls,local_images
Maillot de bain réversible,CHF39.90,Maillot de bain réversible jaune et orange.,"Maillots de bain, Vêtements",https://www.oprocaccini.com/produit/maillot-de-bain-reversible-4/,https://www.oprocaccini.com/wp-content/uploads/2021/10/P1010502-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1010506-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/IMG_5872.png; https://www.oprocaccini.com/wp-content/uploads/2021/10/IMG_1969.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/IMG_5862.png,oprocaccini_export\images\maillot-de-bain-réversible\maillot-de-bain-réversible_1.jpg; oprocaccini_export\images\maillot-de-bain-réversible\maillot-de-bain-réversible_2.jpg; oprocaccini_export\images\maillot-de-bain-réversible\maillot-de-bain-réversible_3.png; oprocaccini_export\images\maillot-de-bain-réversible\maillot-de-bain-réversible_4.jpg; oprocaccini_export\images\maillot-de-bain-réversible\maillot-de-bain-réversible_5.png
Maillot de bain réversible,CHF39.90,Maillot de bain réversible jaune et orange.,"Maillots de bain, Vêtements",https://www.oprocaccini.com/produit/maillot-de-bain-reversible-5/,https://www.oprocaccini.com/wp-content/uploads/2021/10/P1010509-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1010508-scaled.jpg,oprocaccini_export\images\maillot-de-bain-réversible\maillot-de-bain-réversible_1.jpg; oprocaccini_export\images\maillot-de-bain-réversible\maillot-de-bain-réversible_2.jpg
Maillot de bain réversible,CHF39.90,Maillot de bain réversible jaune et orange.,"Maillots de bain, Vêtements",https://www.oprocaccini.com/produit/maillot-de-bain-reversible-6/,https://www.oprocaccini.com/wp-content/uploads/2021/10/P1010514-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1010511-scaled.jpg,oprocaccini_export\images\maillot-de-bain-réversible\maillot-de-bain-réversible_1.jpg; oprocaccini_export\images\maillot-de-bain-réversible\maillot-de-bain-réversible_2.jpg
Maillot de bain réversible,CHF39.90,Maillot de bain réversible jaune et orange.,"Maillots de bain, Vêtements",https://www.oprocaccini.com/produit/maillot-de-bain-reversible-7/,https://www.oprocaccini.com/wp-content/uploads/2021/10/P1010516-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1010520-scaled.jpg,oprocaccini_export\images\maillot-de-bain-réversible\maillot-de-bain-réversible_1.jpg; oprocaccini_export\images\maillot-de-bain-réversible\maillot-de-bain-réversible_2.jpg
Pochette,CHF25.00,Pochette bleu / blanc / jaune.,"Accessoires, Pochettes",https://www.oprocaccini.com/produit/pochette/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010492-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010493-scaled.jpg,oprocaccini_export\images\pochette\pochette_1.jpg; oprocaccini_export\images\pochette\pochette_2.jpg
Pochette,CHF25.00,Pochette rose / brun / violet.,"Accessoires, Pochettes",https://www.oprocaccini.com/produit/pochette-2/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010490-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010491-scaled.jpg,oprocaccini_export\images\pochette\pochette_1.jpg; oprocaccini_export\images\pochette\pochette_2.jpg
Pochette,CHF25.00,Pochette rose / vert / noir.,"Accessoires, Pochettes",https://www.oprocaccini.com/produit/pochette-3/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010488-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010489-scaled.jpg,oprocaccini_export\images\pochette\pochette_1.jpg; oprocaccini_export\images\pochette\pochette_2.jpg
Pochette,CHF25.00,Pochette bleu / blanc / noir.,"Accessoires, Pochettes",https://www.oprocaccini.com/produit/pochette-4/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010487-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010486-scaled.jpg,oprocaccini_export\images\pochette\pochette_1.jpg; oprocaccini_export\images\pochette\pochette_2.jpg
Pochette,CHF25.00,Pochette violet / blanc / jaune.,"Accessoires, Pochettes",https://www.oprocaccini.com/produit/pochette-5/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010485-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010484-scaled.jpg,oprocaccini_export\images\pochette\pochette_1.jpg; oprocaccini_export\images\pochette\pochette_2.jpg
Pochette (Bleu turquoise),CHF25.00,Pochette bleu turquoise en velours.,"Accessoires, Pochettes",https://www.oprocaccini.com/produit/pochette-bleu-turquoise/,https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2458-rotated.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2459.jpg,oprocaccini_export\images\pochette-bleu-turquoise\pochette-bleu-turquoise_1.jpg; oprocaccini_export\images\pochette-bleu-turquoise\pochette-bleu-turquoise_2.jpg
Pochette dentelle blanc / bleu,CHF25.00,Pochette dentelle bleu / blanc.,"Accessoires, Pochettes",https://www.oprocaccini.com/produit/pochette-dentelle-blanc-bleu/,https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2449.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2451.jpg,oprocaccini_export\images\pochette-dentelle-blanc-bleu\pochette-dentelle-blanc-bleu_1.jpg; oprocaccini_export\images\pochette-dentelle-blanc-bleu\pochette-dentelle-blanc-bleu_2.jpg
Pochette dentelle bleu / blanc,CHF25.00,Pochette dentelle bleu / blanc.,"Accessoires, Pochettes",https://www.oprocaccini.com/produit/pochette-dentelle-bleu-blanc/,https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2447.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2448-1.jpg,oprocaccini_export\images\pochette-dentelle-bleu-blanc\pochette-dentelle-bleu-blanc_1.jpg; oprocaccini_export\images\pochette-dentelle-bleu-blanc\pochette-dentelle-bleu-blanc_2.jpg
Pochette dentelle noir / blanc,CHF25.00,Pochette dentelle noir et blanc.,"Accessoires, Pochettes",https://www.oprocaccini.com/produit/pochette-dentelle-noir-blanc/,https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2440-rotated.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2442.jpg,oprocaccini_export\images\pochette-dentelle-noir-blanc\pochette-dentelle-noir-blanc_1.jpg; oprocaccini_export\images\pochette-dentelle-noir-blanc\pochette-dentelle-noir-blanc_2.jpg
Pochette dentelle rose/doré,CHF25.00,Pochette dentelle rose et doré.,"Accessoires, Pochettes",https://www.oprocaccini.com/produit/pochette-dentelle-rose-dore/,https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2425.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2426-1.jpg,oprocaccini_export\images\pochette-dentelle-rosedoré\pochette-dentelle-rosedoré_1.jpg; oprocaccini_export\images\pochette-dentelle-rosedoré\pochette-dentelle-rosedoré_2.jpg
Pochette dentelle vert claire / blanc,CHF25.00,Pochette en dentelle vert et blanc.,"Accessoires, Pochettes",https://www.oprocaccini.com/produit/pochette-dentelle-vert-claire-blanc/,https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2452.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2453.jpg,oprocaccini_export\images\pochette-dentelle-vert-claire-blanc\pochette-dentelle-vert-claire-blanc_1.jpg; oprocaccini_export\images\pochette-dentelle-vert-claire-blanc\pochette-dentelle-vert-claire-blanc_2.jpg
Pochette imprimé animal,CHF25.00,"Pochette imprimé animal noir, blanc et gris.","Accessoires, Pochettes",https://www.oprocaccini.com/produit/pochette-imprime-animal/,https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2557.jpg,oprocaccini_export\images\pochette-imprimé-animal\pochette-imprimé-animal_1.jpg
Pochette motif losange,CHF25.00,Pochette motif losange.,"Accessoires, Pochettes",https://www.oprocaccini.com/produit/pochette-motif-losange/,https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2434.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2438.jpg,oprocaccini_export\images\pochette-motif-losange\pochette-motif-losange_1.jpg; oprocaccini_export\images\pochette-motif-losange\pochette-motif-losange_2.jpg
Pochette rose,CHF25.00,Pochette rose en velours.,"Accessoires, Pochettes",https://www.oprocaccini.com/produit/pochette-rose/,https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2427.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/09/IMG_2432.jpg,oprocaccini_export\images\pochette-rose\pochette-rose_1.jpg; oprocaccini_export\images\pochette-rose\pochette-rose_2.jpg
Foulard Beige et Orange,CHF29.90,,"Accessoires, Foulards",https://www.oprocaccini.com/produit/foulard-beige-et-orange/,https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010448-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010450-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010449-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010158-scaled.jpg,oprocaccini_export\images\foulard-beige-et-orange\foulard-beige-et-orange_1.jpg; oprocaccini_export\images\foulard-beige-et-orange\foulard-beige-et-orange_2.jpg; oprocaccini_export\images\foulard-beige-et-orange\foulard-beige-et-orange_3.jpg; oprocaccini_export\images\foulard-beige-et-orange\foulard-beige-et-orange_4.jpg
Foulard Bleu ciel,CHF29.90,,"Accessoires, Foulards",https://www.oprocaccini.com/produit/foulard-bleu-ciel/,https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010430-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010429-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010160-scaled.jpg,oprocaccini_export\images\foulard-bleu-ciel\foulard-bleu-ciel_1.jpg; oprocaccini_export\images\foulard-bleu-ciel\foulard-bleu-ciel_2.jpg; oprocaccini_export\images\foulard-bleu-ciel\foulard-bleu-ciel_3.jpg
Foulard Bleu marine,CHF29.90,,"Accessoires, Foulards",https://www.oprocaccini.com/produit/foulard-bleu-marine/,https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010436-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010435-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010437-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010155-scaled.jpg,oprocaccini_export\images\foulard-bleu-marine\foulard-bleu-marine_1.jpg; oprocaccini_export\images\foulard-bleu-marine\foulard-bleu-marine_2.jpg; oprocaccini_export\images\foulard-bleu-marine\foulard-bleu-marine_3.jpg; oprocaccini_export\images\foulard-bleu-marine\foulard-bleu-marine_4.jpg
Foulard Rouge,CHF29.90,,"Accessoires, Foulards",https://www.oprocaccini.com/produit/foulard-rouge/,https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010444-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010443-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010442-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/06/P1010161-scaled.jpg,oprocaccini_export\images\foulard-rouge\foulard-rouge_1.jpg; oprocaccini_export\images\foulard-rouge\foulard-rouge_2.jpg; oprocaccini_export\images\foulard-rouge\foulard-rouge_3.jpg; oprocaccini_export\images\foulard-rouge\foulard-rouge_4.jpg
Chouchou,CHF10.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/choucou/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010199-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000894-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF10.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou/,https://www.oprocaccini.com/wp-content/uploads/2021/11/P1010197-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/P1000892-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-2/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010194-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010195-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-3/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010192-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010193-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-4/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010190-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010191-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-5/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010189-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-6/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010186-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010187-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-7/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010185-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010184-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-8/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010182-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010181-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-9/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010179-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010180-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-10/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010178-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010177-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-11/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010175-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010176-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-12/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010173-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010174-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-13/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010171-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010172-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-14/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010169-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010170-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-15/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010167-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010168-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-16/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010165-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010166-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF5.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-17/,https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010164-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/05/P1010163-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF10.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-18/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010373-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010372-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF10.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-19/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010371-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010370-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF10.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-20/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010369-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010368-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF10.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-21/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010365-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010364-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF10.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-22/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010367-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010366-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Chouchou,CHF10.00,,"Accessoires, Chouchou",https://www.oprocaccini.com/produit/chouchou-23/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010363-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010362-scaled.jpg,oprocaccini_export\images\chouchou\chouchou_1.jpg; oprocaccini_export\images\chouchou\chouchou_2.jpg
Bandeau,CHF25.00,Bandeau gris fait main.,"Accessoires, Bandeaux",https://www.oprocaccini.com/produit/bandeau/,https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000802-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000729-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000730-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000727-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000728-scaled.jpg,oprocaccini_export\images\bandeau\bandeau_1.jpg; oprocaccini_export\images\bandeau\bandeau_2.jpg; oprocaccini_export\images\bandeau\bandeau_3.jpg; oprocaccini_export\images\bandeau\bandeau_4.jpg; oprocaccini_export\images\bandeau\bandeau_5.jpg
Bandeau,CHF25.00,Bandeau gris fait main.,"Accessoires, Bandeaux",https://www.oprocaccini.com/produit/bandeau-2/,https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000812-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000717-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000716-scaled.jpg,oprocaccini_export\images\bandeau\bandeau_1.jpg; oprocaccini_export\images\bandeau\bandeau_2.jpg; oprocaccini_export\images\bandeau\bandeau_3.jpg
Bandeau,CHF25.00,Bandeau rose pâle fait main.,"Accessoires, Bandeaux",https://www.oprocaccini.com/produit/bandeau-3/,https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000805-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000703-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000696-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000694-scaled.jpg,oprocaccini_export\images\bandeau\bandeau_1.jpg; oprocaccini_export\images\bandeau\bandeau_2.jpg; oprocaccini_export\images\bandeau\bandeau_3.jpg; oprocaccini_export\images\bandeau\bandeau_4.jpg
Bandeau,CHF25.00,Bandeau bleu marine fait main.,"Accessoires, Bandeaux",https://www.oprocaccini.com/produit/bandeau-4/,https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000809-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000753-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000745-scaled.jpg,oprocaccini_export\images\bandeau\bandeau_1.jpg; oprocaccini_export\images\bandeau\bandeau_2.jpg; oprocaccini_export\images\bandeau\bandeau_3.jpg
Bandeau,CHF25.00,Bandeau bleu fait main.,"Accessoires, Bandeaux",https://www.oprocaccini.com/produit/bandeau-5/,https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000799-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000683-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000684-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000688-scaled.jpg,oprocaccini_export\images\bandeau\bandeau_1.jpg; oprocaccini_export\images\bandeau\bandeau_2.jpg; oprocaccini_export\images\bandeau\bandeau_3.jpg; oprocaccini_export\images\bandeau\bandeau_4.jpg
Bandeau,CHF25.00,Bandeau noir fait main.,"Accessoires, Bandeaux",https://www.oprocaccini.com/produit/bandeau-6/,https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000808-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000731-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000732-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/10/P1000736-scaled.jpg,oprocaccini_export\images\bandeau\bandeau_1.jpg; oprocaccini_export\images\bandeau\bandeau_2.jpg; oprocaccini_export\images\bandeau\bandeau_3.jpg; oprocaccini_export\images\bandeau\bandeau_4.jpg
Sac,CHF39.90,Sac pochette motif serpent.,"Accessoires, Sacs",https://www.oprocaccini.com/produit/sac/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_100837.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_100907.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_100743.jpg,oprocaccini_export\images\sac\sac_1.jpg; oprocaccini_export\images\sac\sac_2.jpg; oprocaccini_export\images\sac\sac_3.jpg
Sac,CHF29.90,Sac pochette.,"Accessoires, Sacs",https://www.oprocaccini.com/produit/sac-2/,https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_100935.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_101010.jpg; https://www.oprocaccini.com/wp-content/uploads/2021/11/PhotoRoom_20211102_100952.jpg,oprocaccini_export\images\sac\sac_1.jpg; oprocaccini_export\images\sac\sac_2.jpg; oprocaccini_export\images\sac\sac_3.jpg
Sac,CHF59.90,Sac de plage 45 cm de longueur sur 40 cm de large.,"Accessoires, Sacs",https://www.oprocaccini.com/produit/sac-3/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010482-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010481-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010479-scaled.jpg,oprocaccini_export\images\sac\sac_1.jpg; oprocaccini_export\images\sac\sac_2.jpg; oprocaccini_export\images\sac\sac_3.jpg
Sac,CHF59.90,Sac de plage 45 cm de longueur sur 40 cm de large.,"Accessoires, Sacs",https://www.oprocaccini.com/produit/sac-4/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010475-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010476-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010478-scaled.jpg,oprocaccini_export\images\sac\sac_1.jpg; oprocaccini_export\images\sac\sac_2.jpg; oprocaccini_export\images\sac\sac_3.jpg
Sac,CHF59.90,Sac de plage 45 cm de longueur sur 40 cm de large.,"Accessoires, Sacs",https://www.oprocaccini.com/produit/sac-5/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010466-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010469-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010467-scaled.jpg,oprocaccini_export\images\sac\sac_1.jpg; oprocaccini_export\images\sac\sac_2.jpg; oprocaccini_export\images\sac\sac_3.jpg
Sac,CHF59.90,Sac de plage 45 cm de longueur sur 40 cm de large.,"Accessoires, Sacs",https://www.oprocaccini.com/produit/sac-6/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010464-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010465-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010463-scaled.jpg,oprocaccini_export\images\sac\sac_1.jpg; oprocaccini_export\images\sac\sac_2.jpg; oprocaccini_export\images\sac\sac_3.jpg
Sac,CHF59.90,Sac de plage 45 cm de longueur sur 40 cm de large.,"Accessoires, Sacs",https://www.oprocaccini.com/produit/sac-7/,https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010471-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010470-scaled.jpg; https://www.oprocaccini.com/wp-content/uploads/2023/07/P1010472-scaled.jpg,oprocaccini_export\images\sac\sac_1.jpg; oprocaccini_export\images\sac\sac_2.jpg; oprocaccini_export\images\sac\sac_3.jpg
